"Scenario","Replicate","Generations","Length_of_benchmarking_reference","Distance_from_HXB2","Average_pairwise_diversity_of_quasispecies","ENV_diversity","Assembly","contigs_..._0_bp.","contigs_..._1000_bp.","contigs_..._5000_bp.","contigs_..._10000_bp.","contigs_..._25000_bp.","contigs_..._50000_bp.","Total_length_..._0_bp.","Total_length_..._1000_bp.","Total_length_..._5000_bp.","Total_length_..._10000_bp.","Total_length_..._25000_bp.","Total_length_..._50000_bp.","contigs","Largest_contig","Total_length","Reference_length","GC_...","Reference_GC_...","N50","NG50","L50","LG50","total_reads","left","right","Mapped_...","Reference_mapped_...","Properly_paired_...","Reference_properly_paired_...","Avg_coverage_depth","Reference_avg_coverage_depth","Coverage_.._1x_...","Reference_coverage_.._1x_...","misassemblies","misassembled_contigs","Misassembled_contigs_length","local_misassemblies","scaffold_gap_ext_mis","scaffold_gap_loc_mis","unaligned_mis_contigs","unaligned_contigs","Unaligned_length","Genome_fraction_...","Duplication_ratio","N.s_per_100_kbp","mismatches_per_100_kbp","indels_per_100_kbp","Largest_alignment","Total_aligned_length","NA50","NGA50","LA50","LGA50","ID","total_reads.1","left.1","right.1","mapped","Mapped_....1","properly_paired","Properly_paired_....1","singletons","Singletons_...","misjoint_mates","Misjoint_mates_...","Avg_coverage_depth.1","Coverage_.._1x_....1","Coverage_.._5x_...","Coverage_.._10x_...","reference_mapped","Reference_mapped_....1","reference_properly_paired","Reference_properly_paired_....1","reference_singletons","Reference_singletons_...","reference_misjoint_mates","Reference_misjoint_mates_...","Reference_avg_coverage_depth.1","Reference_coverage_.._1x_....1","Reference_coverage_.._5x_...","Reference_coverage_.._10x_...","Assembly.1","misassemblies.1","contig_misassemblies","c_relocations","c_translocations","c_inversions","scaffold_misassemblies","s_relocations","s_translocations","s_inversions","misassembled_contigs.1","Misassembled_contigs_length.1","local_misassemblies.1","scaffold_gap_ext_mis.1","scaffold_gap_loc_mis.1","unaligned_mis_contigs.1","mismatches","indels","indels_..._5_bp.","indels_.._5_bp.","Indels_length","fully_unaligned_contigs","Fully_unaligned_length","partially_unaligned_contigs","Partially_unaligned_length","N.s","pos_correct","poserr_major","poserr_ltr","poserr_unmapped","poserr_extramapped","Accuracy","Precision","Sensitivity","Specificity","F1score","User_time","System_time","Elapsed_time","MRSS","File_outputs","CPU_percentage"
"V2.2449","SIM_Oref_lowcov_cont","replicate18",1206,8719,2694,311.92606,23.80101,"viralngs_genome",1,1,1,0,0,0,8688,8688,8688,0,0,0,1,8688,8688,8719,"40.23",40.31,8688,"8688",1,"1",16679,9500,9500,91.06,105.28,75.38,100.57,429,511,88.97,100,"0","0","0","0","0","3","0","0 + 0 part",0,"89.023","1",12534.53,"388.2","90.58","7728","7728","7728","7728","1","1","SIM_Oref_lowcov_cont_replicate18_viralngs_genome",16679,9500,9500,15188,91.06,12572,75.38,2616,15.68,0,0,429,88.97,88.97,88.97,17858,105.28,17058,100.57,800,4.72,0,0,511,100,100,100,"viralngs_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","30","7","5","2","30",0,0,"0","0",1089,15188,0,0,3812,0,0.973968,0.985958,0.821906,0.998139,0.896489,102.68,6.13," 0;44.07",683328,482136," 246%"
"V2.3449","SIM_Oref_lowcov_cont","replicate18",1206,8719,2694,311.92606,23.80101,"vpipe_genome",1,1,1,0,0,0,8677,8677,8677,0,0,0,1,8677,8677,8719,"40.24",40.31,8677,"8677",1,"1",16958,9500,9500,105.24,105.28,100.53,100.57,511,511,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"100","0.999",0,"1117.9","115.25","8677","8677","8677","8677","1","1","SIM_Oref_lowcov_cont_replicate18_vpipe_genome",16958,9500,9500,17847,105.24,17048,100.53,799,4.71,0,0,511,100,100,100,17858,105.28,17058,100.57,800,4.72,0,0,511,100,100,100,"vpipe_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","97","10","7","3","42",0,0,"0","0",0,17843,0,0,1153,4,0.996674,0.978671,0.997492,0.996544,0.987992,339.62,115.25," 4;37.43",1176696,13507824," 163%"
"V2450","SIM_Oref_lowcov_cont","replicate19",530,8725,2634,155.652929,9.411111,"shiver_genome",1,1,1,0,0,0,8680,8680,8680,0,0,0,1,8680,8680,8725,"40.63",40.63,8680,"8680",1,"1",16750,9500,9500,107,106.98,102.42,102.41,514,513,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"100","1",0,"0","149.77","8680","8680","8680","8680","1","1","SIM_Oref_lowcov_cont_replicate19_shiver_genome",16750,9500,9500,17922,107,17156,102.42,766,4.57,0,0,514,100,100,100,17923,106.98,17156,102.41,767,4.58,0,0,513,100,100,100,"shiver_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","11","2","45",0,0,"0","0",0,17921,0,0,1078,1,0.997364,0.974642,1,0.997067,0.987158,2591.77,45," 42;40.72",1368864,10178264," 102%"
"V2.1450","SIM_Oref_lowcov_cont","replicate19",530,8725,2634,155.652929,9.411111,"smaltalign_genome",1,1,1,0,0,0,8680,8680,8680,0,0,0,1,8680,8680,8725,"40.63",40.63,8680,"8680",1,"1",16750,9500,9500,107,106.98,102.42,102.41,514,513,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"100","1",0,"0","149.77","8680","8680","8680","8680","1","1","SIM_Oref_lowcov_cont_replicate19_smaltalign_genome",16750,9500,9500,17922,107,17156,102.42,766,4.57,0,0,514,100,100,100,17923,106.98,17156,102.41,767,4.58,0,0,513,100,100,100,"smaltalign_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","11","2","45",0,0,"0","0",0,17921,0,0,1078,1,0.997364,0.974642,1,0.997067,0.987158,380.82,3.82," 1;56.24",1431912,412008," 330%"
"V2.2450","SIM_Oref_lowcov_cont","replicate19",530,8725,2634,155.652929,9.411111,"viralngs_genome",1,1,1,0,0,0,8674,8674,8674,0,0,0,1,8674,8674,8725,"40.67",40.63,8674,"8674",1,"1",16749,9500,9500,107.01,106.98,102.43,102.41,514,513,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"100","0.999",0,"69.17","161.4","8674","8674","8674","8674","1","1","SIM_Oref_lowcov_cont_replicate19_viralngs_genome",16749,9500,9500,17923,107.01,17156,102.43,767,4.58,0,0,514,100,100,100,17923,106.98,17156,102.41,767,4.58,0,0,513,100,100,100,"viralngs_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","14","11","3","51",0,0,"0","0",0,17922,0,0,1077,1,0.997479,0.975717,1,0.997194,0.987709,104.08,6.18," 0;45.41",721784,476200," 242%"
"V2.3450","SIM_Oref_lowcov_cont","replicate19",530,8725,2634,155.652929,9.411111,"vpipe_genome",1,1,1,0,0,0,8680,8680,8680,0,0,0,1,8680,8680,8725,"40.65",40.63,8680,"8680",1,"1",16750,9500,9500,107,106.98,102.42,102.41,514,513,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"100","1",0,"23.04","149.77","8680","8680","8680","8680","1","1","SIM_Oref_lowcov_cont_replicate19_vpipe_genome",16750,9500,9500,17922,107,17156,102.42,766,4.57,0,0,514,100,100,100,17923,106.98,17156,102.41,767,4.58,0,0,513,100,100,100,"vpipe_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","13","11","2","45",0,0,"0","0",0,17921,0,0,1078,1,0.997364,0.974642,1,0.997067,0.987158,346.14,119.04," 4;51.32",1184316,13507576," 159%"
"V2451","SIM_Oref_lowcov_cont","replicate2",504,8741,2609,165.78727,11.27293,"shiver_genome",1,1,1,0,0,0,8720,8720,8720,0,0,0,1,8720,8720,8741,"40.76",40.77,8720,"8720",1,"1",16765,9500,9500,107.02,107.02,102.61,102.61,513,512,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"99.989","1",0,"0","91.74","8720","8720","8720","8720","1","1","SIM_Oref_lowcov_cont_replicate2_shiver_genome",16765,9500,9500,17942,107.02,17202,102.61,740,4.41,0,0,513,100,100,100,17942,107.02,17202,102.61,740,4.41,0,0,512,100,100,100,"shiver_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","8","0","22",0,0,"0","0",0,17942,0,0,1058,0,0.9984,0.984632,1,0.998217,0.992257,2565.65,50.5," 42;00.33",1370532,12610432," 103%"
"V2.1451","SIM_Oref_lowcov_cont","replicate2",504,8741,2609,165.78727,11.27293,"smaltalign_genome",1,1,1,0,0,0,8720,8720,8720,0,0,0,1,8720,8720,8741,"40.77",40.77,8720,"8720",1,"1",16765,9500,9500,107.02,107.02,102.61,102.61,513,512,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"100","1",0,"0","80.28","8720","8720","8720","8720","1","1","SIM_Oref_lowcov_cont_replicate2_smaltalign_genome",16765,9500,9500,17942,107.02,17202,102.61,740,4.41,0,0,513,100,100,100,17942,107.02,17202,102.61,740,4.41,0,0,512,100,100,100,"smaltalign_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","7","0","21",0,0,"0","0",0,17942,0,0,1058,0,0.9984,0.984632,1,0.998217,0.992257,382.47,4.42," 2;00.94",1431996,412512," 319%"
"V2.2451","SIM_Oref_lowcov_cont","replicate2",504,8741,2609,165.78727,11.27293,"viralngs_genome",1,1,1,0,0,0,8728,8728,8728,0,0,0,1,8728,8728,8741,"40.66",40.77,8728,"8728",1,"1",16764,9500,9500,107.04,107.02,102.7,102.61,512,512,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"100","1",22.91,"286.7","80.28","8720","8720","8720","8720","1","1","SIM_Oref_lowcov_cont_replicate2_viralngs_genome",16764,9500,9500,17944,107.04,17216,102.7,728,4.34,0,0,512,100,100,100,17942,107.02,17202,102.61,740,4.41,0,0,512,100,100,100,"viralngs_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25","7","7","0","21",0,0,"0","0",2,17938,0,0,1056,6,0.997829,0.98348,0.995541,0.99809,0.989474,101.72,6.23," 0;42.94",685772,474024," 251%"
"V2.3451","SIM_Oref_lowcov_cont","replicate2",504,8741,2609,165.78727,11.27293,"vpipe_genome",1,1,1,0,0,0,8721,8721,8721,0,0,0,1,8721,8721,8741,"40.75",40.77,8721,"8721",1,"1",16769,9500,9500,106.95,107.02,102.63,102.61,512,512,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"100","1",0,"45.89","91.77","8717","8717","8717","8717","1","1","SIM_Oref_lowcov_cont_replicate2_vpipe_genome",16769,9500,9500,17934,106.95,17210,102.63,724,4.32,0,0,512,100,100,100,17942,107.02,17202,102.61,740,4.41,0,0,512,100,100,100,"vpipe_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","8","8","0","24",0,0,"0","0",0,17931,0,0,1066,3,0.9984,0.984632,1,0.998217,0.992257,338.38,115.56," 4;35.64",1179576,12714688," 164%"
"V2452","SIM_Oref_lowcov_cont","replicate20",1231,8725,2677,322.4297,22.21232,"shiver_genome",1,1,1,0,0,0,8624,8624,8624,0,0,0,1,8624,8624,8725,"-",40.66,8624,"8624",1,"1",19000,9500,9500,0,105.65,0,101.01,0,511,0,100,"-","-","-","-","-","-","-","1 + 0 part",8624,"-","-",1e+05,"-","-","-","-","-","-","-","-","SIM_Oref_lowcov_cont_replicate20_shiver_genome",19000,9500,9500,0,0,0,0,0,0,0,0,0,0,0,0,17867,105.65,17082,101.01,785,4.64,0,0,511,100,100,100,"shiver_genome","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",1,8624,"-","-",8624,0,0,0,19000,0,0.835011,0,0,1,0,239.52,9.4," 3;49.16",301100,2602840," 108%"
"V2.1452","SIM_Oref_lowcov_cont","replicate20",1231,8725,2677,322.4297,22.21232,"smaltalign_genome",1,1,1,0,0,0,8686,8686,8686,0,0,0,1,8686,8686,8725,"40.67",40.66,8686,"8686",1,"1",16896,9500,9500,105.87,105.65,101.1,101.01,512,511,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"100.000","1.000",0,"57.56","115.13","8686","8686","8686","8686","1","1","SIM_Oref_lowcov_cont_replicate20_smaltalign_genome",16896,9500,9500,17887,105.87,17082,101.1,805,4.76,0,0,512,100,100,100,17867,105.65,17082,101.01,785,4.64,0,0,511,100,100,100,"smaltalign_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","10","7","3","39",0,0,"0","0",0,17867,0,0,1113,20,0.997712,0.98632,1,0.99726,0.993113,409.91,4.23," 2;26.88",1431980,420368," 281%"
"V2.2452","SIM_Oref_lowcov_cont","replicate20",1231,8725,2677,322.4297,22.21232,"viralngs_genome",1,1,1,0,0,0,8701,8701,8701,0,0,0,1,8701,8701,8725,"40.12",40.66,8701,"8701",1,"1",16326,9500,9500,74.78,105.65,44.47,101.01,340,511,77.69,100,"0","0","0","0","0","5","0","0 + 0 part",0,"79.770","1.000",22192.85,"721.71","129.91","6928","6928","6928","6928","1","1","SIM_Oref_lowcov_cont_replicate20_viralngs_genome",16326,9500,9500,12209,74.78,7260,44.47,4949,30.31,0,0,340,77.69,77.69,77.69,17867,105.65,17082,101.01,785,4.64,0,0,511,100,100,100,"viralngs_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","50","9","6","3","36",0,0,"   0","   0",1931,12208,0,0,6791,1,0.938215,0.979787,0.638696,0.997397,0.7733,100.04,6.35," 0;41.52",673980,486736," 256%"
"V2.3452","SIM_Oref_lowcov_cont","replicate20",1231,8725,2677,322.4297,22.21232,"vpipe_genome",1,1,1,0,0,0,8677,8677,8677,0,0,0,1,8677,8677,8725,"40.59",40.66,8677,"8677",1,"1",16899,9500,9500,105.83,105.65,101.07,101.01,512,511,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"100.000","0.999",0,"138.30","126.77","8677","8677","8677","8677","1","1","SIM_Oref_lowcov_cont_replicate20_vpipe_genome",16899,9500,9500,17885,105.83,17080,101.07,805,4.76,0,0,512,100,100,100,17867,105.65,17082,101.01,785,4.64,0,0,511,100,100,100,"vpipe_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","11","7","4","48",0,0,"0","0",0,17865,0,0,1115,20,0.997368,0.986292,0.99792,0.99726,0.992072,340.85,116.33," 4;44.00",1176388,13507480," 160%"
"V2453","SIM_Oref_lowcov_cont","replicate3",325,8732,2597,106.604646,7.401414,"shiver_genome",1,1,1,0,0,0,8732,8732,8732,0,0,0,1,8732,8732,8732,"40.69",40.76,8732,"8732",1,"1",16671,9500,9500,107.47,107.55,102.86,103.08,511,512,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"100","1.001",0,"91.62","91.62","8732","8732","8732","8732","1","1","SIM_Oref_lowcov_cont_replicate3_shiver_genome",16671,9500,9500,17917,107.47,17148,102.86,769,4.61,0,0,511,100,100,100,17940,107.55,17194,103.08,746,4.47,0,0,512,100,100,100,"shiver_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","8","7","1","36",0,0,"0","0",0,17917,0,0,1083,0,0.997599,0.991857,0.9744,0.999384,0.983051,3401.42,58.94," 55;40.32",1360748,15606544," 103%"
"V2.1453","SIM_Oref_lowcov_cont","replicate3",325,8732,2597,106.604646,7.401414,"smaltalign_genome",1,1,1,0,0,0,8720,8720,8720,0,0,0,1,8720,8720,8732,"40.75",40.76,8720,"8720",1,"1",16681,9500,9500,107.55,107.55,103.08,103.08,512,512,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"100","1",0,"11.47","45.87","8720","8720","8720","8720","1","1","SIM_Oref_lowcov_cont_replicate3_smaltalign_genome",16681,9500,9500,17940,107.55,17194,103.08,746,4.47,0,0,512,100,100,100,17940,107.55,17194,103.08,746,4.47,0,0,512,100,100,100,"smaltalign_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","4","4","0","12",0,0,"0","0",0,17940,0,0,1060,0,0.999771,0.99681,1,0.999754,0.998403,374.09,4.16," 1;53.18",1431824,408608," 334%"
"V2.2453","SIM_Oref_lowcov_cont","replicate3",325,8732,2597,106.604646,7.401414,"viralngs_genome",1,1,1,0,0,0,8708,8708,8708,0,0,0,1,8708,8708,8732,"40.74",40.76,8708,"8708",1,"1",16681,9500,9500,107.55,107.55,103.08,103.08,512,512,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"100","0.999",0,"57.42","68.9","8708","8708","8708","8708","1","1","SIM_Oref_lowcov_cont_replicate3_viralngs_genome",16681,9500,9500,17940,107.55,17194,103.08,746,4.47,0,0,512,100,100,100,17940,107.55,17194,103.08,746,4.47,0,0,512,100,100,100,"viralngs_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","6","4","2","24",0,0,"0","0",0,17940,0,0,1060,0,0.999314,0.99679,0.9936,0.999754,0.995192,106.28,6.51," 0;45.38",735976,471464," 248%"
"V2.3453","SIM_Oref_lowcov_cont","replicate3",325,8732,2597,106.604646,7.401414,"vpipe_genome",1,1,1,0,0,0,8720,8720,8720,0,0,0,1,8720,8720,8732,"40.76",40.76,8720,"8720",1,"1",16681,9500,9500,107.55,107.55,103.08,103.08,512,512,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"100","1",0,"45.87","45.87","8720","8720","8720","8720","1","1","SIM_Oref_lowcov_cont_replicate3_vpipe_genome",16681,9500,9500,17940,107.55,17194,103.08,746,4.47,0,0,512,100,100,100,17940,107.55,17194,103.08,746,4.47,0,0,512,100,100,100,"vpipe_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","4","4","0","12",0,0,"0","0",0,17940,0,0,1060,0,0.999771,0.99681,1,0.999754,0.998403,335.89,115.09," 4;40.13",1181096,12714000," 160%"
"V2454","SIM_Oref_lowcov_cont","replicate4",1342,8747,2672,358.39313,21.62808,"shiver_genome",1,1,1,0,0,0,8714,8714,8714,0,0,0,1,8714,8714,8747,"40.69",40.6,8714,"8714",1,"1",16697,9500,9500,107.41,107.43,102.84,102.85,511,511,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"100","0.999",0,"275.42","80.33","8714","8714","8714","8714","1","1","SIM_Oref_lowcov_cont_replicate4_shiver_genome",16697,9500,9500,17935,107.41,17172,102.84,763,4.57,0,0,511,100,100,100,17936,107.43,17172,102.85,764,4.58,0,0,511,100,100,100,"shiver_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","24","7","4","3","33",0,0,"0","0",0,17934,0,0,1065,1,0.997951,0.987711,0.998447,0.997866,0.99305,3846.24,59.37," 1;02;46",1367600,16397104," 103%"
"V2.1454","SIM_Oref_lowcov_cont","replicate4",1342,8747,2672,358.39313,21.62808,"smaltalign_genome",1,1,1,0,0,0,8723,8723,8723,0,0,0,1,8723,8723,8747,"40.75",40.6,8723,"8723",1,"1",16697,9500,9500,107.41,107.43,102.84,102.85,511,511,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"100","1",0,"607.59","68.78","8723","8723","8723","8723","1","1","SIM_Oref_lowcov_cont_replicate4_smaltalign_genome",16697,9500,9500,17935,107.41,17172,102.84,763,4.57,0,0,511,100,100,100,17936,107.43,17172,102.85,764,4.58,0,0,511,100,100,100,"smaltalign_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","53","6","4","2","24",0,0,"0","0",0,17934,0,0,1065,1,0.998065,0.986973,1,0.997733,0.993444,402.92,4.41," 2;19.44",1431868,418160," 292%"
"V2.2454","SIM_Oref_lowcov_cont","replicate4",1342,8747,2672,358.39313,21.62808,"viralngs_genome",1,1,0,0,0,0,4613,4613,0,0,0,0,1,4613,4613,8747,"41.01",40.6,4613,"4613",1,"1",17880,9500,9500,22.94,107.43,8.78,102.85,209,511,59.7,100,"0","0","0","0","0","5","0","0 + 0 part",0,"31.116","1.001",40320.83,"2283.61","36.83","2715","2715","2715","-","1","-","SIM_Oref_lowcov_cont_replicate4_viralngs_genome",17880,9500,9500,4101,22.94,1570,8.78,2531,14.16,0,0,209,59.7,59.7,59.7,17936,107.43,17172,102.85,764,4.58,0,0,511,100,100,100,"viralngs_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","62","1","1","0","3",0,0,"0","0",1860,4070,0,0,14899,31,0.885044,0.972789,0.22205,0.998933,0.361568,100.89,6.15," 0;41.16",676224,481720," 260%"
"V2.3454","SIM_Oref_lowcov_cont","replicate4",1342,8747,2672,358.39313,21.62808,"vpipe_genome",1,1,1,0,0,0,8723,8723,8723,0,0,0,1,8723,8723,8747,"40.67",40.6,8723,"8723",1,"1",16695,9500,9500,107.42,107.43,102.88,102.85,511,511,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"99.954","1",0,"1169.86","68.82","8719","8719","8719","8719","1","1","SIM_Oref_lowcov_cont_replicate4_vpipe_genome",16695,9500,9500,17934,107.42,17176,102.88,758,4.54,0,0,511,100,100,100,17936,107.43,17172,102.85,764,4.58,0,0,511,100,100,100,"vpipe_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","102","6","4","2","24",0,0,"0","0",0,17933,0,0,1066,1,0.997951,0.986217,1,0.997599,0.993061,335.78,115.59," 4;28.13",1184416,12715448," 168%"
"V2455","SIM_Oref_lowcov_cont","replicate5",799,8753,2611,254.60929,19.73212,"shiver_genome",1,1,1,0,0,0,8500,8500,8500,0,0,0,1,8500,8500,8753,"-",40.75,8500,"8500",1,"1",19000,9500,9500,0,106.57,0,101.78,0,510,0,100,"-","-","-","-","-","-","-","1 + 0 part",8500,"-","-",1e+05,"-","-","-","-","-","-","-","-","SIM_Oref_lowcov_cont_replicate5_shiver_genome",19000,9500,9500,0,0,0,0,0,0,0,0,0,0,0,0,17899,106.57,17094,101.78,805,4.79,0,0,510,100,100,100,"shiver_genome","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",1,8500,"-","-",8500,0,0,0,19000,0,0.894524,0,0,1,0,144.62,6.46," 2;19.20",301320,1576840," 108%"
"V2.1455","SIM_Oref_lowcov_cont","replicate5",799,8753,2611,254.60929,19.73212,"smaltalign_genome",1,1,1,0,0,0,8720,8720,8720,0,0,0,1,8720,8720,8753,"40.77",40.75,8720,"8720",1,"1",16782,9500,9500,106.66,106.57,101.87,101.78,511,510,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"100.000","1.000",0,"11.47","91.74","8720","8720","8720","8720","1","1","SIM_Oref_lowcov_cont_replicate5_smaltalign_genome",16782,9500,9500,17900,106.66,17096,101.87,804,4.79,0,0,511,100,100,100,17899,106.57,17094,101.78,805,4.79,0,0,510,100,100,100,"smaltalign_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","8","5","3","33",0,0,"0","0",0,17899,0,0,1100,1,0.997242,0.975387,0.999066,0.997027,0.987085,404.79,4.43," 2;22.54",1436860,416680," 287%"
"V2.2455","SIM_Oref_lowcov_cont","replicate5",799,8753,2611,254.60929,19.73212,"viralngs_genome",1,1,0,0,0,0,4732,4732,0,0,0,0,1,4732,4732,8753,"42.13",40.75,4732,"4732",1,"1",17522,9500,9500,38.69,106.57,24.59,101.78,350,510,80.14,100,"0","0","0","0","0","2","0","0 + 0 part",0,"41.312","1.000",21555.37,"222.10","55.52","3602","3602","3602","-","1","-","SIM_Oref_lowcov_cont_replicate5_viralngs_genome",17522,9500,9500,6780,38.69,4308,24.59,2472,14.11,0,0,350,80.14,80.14,80.14,17899,106.57,17094,101.78,805,4.79,0,0,510,100,100,100,"viralngs_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","8","2","1","1","9",0,0,"   0","   0",1020,6620,0,0,12220,160,0.923774,0.90027,0.311858,0.995926,0.463245,101.06,6.13," 0;41.39",675432,477328," 259%"
"V2.3455","SIM_Oref_lowcov_cont","replicate5",799,8753,2611,254.60929,19.73212,"vpipe_genome",1,1,1,0,0,0,8720,8720,8720,0,0,0,1,8720,8720,8753,"40.64",40.75,8720,"8720",1,"1",16782,9500,9500,106.66,106.57,101.87,101.78,511,510,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"100.000","1.000",0,"126.15","91.74","8720","8720","8720","8720","1","1","SIM_Oref_lowcov_cont_replicate5_vpipe_genome",16782,9500,9500,17900,106.66,17096,101.87,804,4.79,0,0,511,100,100,100,17899,106.57,17094,101.78,805,4.79,0,0,510,100,100,100,"vpipe_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","8","5","3","33",0,0,"0","0",0,17898,0,0,1100,2,0.997341,0.976277,0.999066,0.997138,0.98754,340.66,120.73," 4;41.19",1181652,12715680," 164%"
"V2456","SIM_Oref_lowcov_cont","replicate6",944,8751,2626,278.29677,17.75616,"shiver_genome",1,1,1,0,0,0,8728,8728,8728,0,0,0,1,8728,8728,8751,"40.6",40.56,8728,"8728",1,"1",16909,9500,9500,106.13,105.92,101.9,101.77,511,511,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"99.989","1.001",0,"68.74","217.69","8728","8728","8728","8728","1","1","SIM_Oref_lowcov_cont_replicate6_shiver_genome",16909,9500,9500,17946,106.13,17230,101.9,716,4.23,0,0,511,100,100,100,17922,105.92,17220,101.77,702,4.15,0,0,511,100,100,100,"shiver_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","19","17","2","64",0,0,"0","0",0,17919,0,0,1054,27,0.997947,0.98931,0.993171,0.998579,0.991237,4327.45,65.65," 1;10;10",1368668,19105272," 104%"
"V2.1456","SIM_Oref_lowcov_cont","replicate6",944,8751,2626,278.29677,17.75616,"smaltalign_genome",1,1,1,0,0,0,8724,8724,8724,0,0,0,1,8724,8724,8751,"40.64",40.56,8724,"8724",1,"1",16911,9500,9500,106.14,105.92,101.92,101.77,512,511,100,100,"0","0","0","0","0","0","0","0 + 0 part",0,"100","1",0,"183.4","103.16","8724","8724","8724","8724","1","1","SIM_Oref_lowcov_cont_replicate6_smaltalign_genome",16911,9500,9500,17949,106.14,17236,101.92,713,4.22,0,0,512,100,100,100,17922,105.92,17220,101.77,702,4.15,0,0,511,100,100,100,"smaltalign_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16","9","9","0","27",0,0,"0","0",0,17922,0,0,1051,27,0.998631,0.988428,1,0.99845,0.99418,394.49,4.53," 2;09.10",1431828,415280," 309%"
"V2.2456","SIM_Oref_lowcov_cont","replicate6",944,8751,2626,278.29677,17.75616,"viralngs_genome",1,1,1,0,0,0,8499,8499,8499,0,0,0,1,8499,8499,8751,"40.4",40.56,8499,"8499",1,"1",16419,9500,9500,65.02,105.92,32.71,101.77,304,511,70.98,100,"0","0","0","0","0","7","0","0 + 0 part",0,"71.134","1",28379.81,"725.22","64.46","6205","6205","6205","6205","1","1","SIM_Oref_lowcov_cont_replicate6_viralngs_genome",16419,9500,9500,10675,65.02,5370,32.71,5305,32.31,0,0,304,70.98,70.98,70.98,17922,105.92,17220,101.77,702,4.15,0,0,511,100,100,100,"viralngs_genome","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","45","4","4","0","12",0,0,"0","0",2412,10675,0,0,8325,0,0.938063,0.98008,0.48,0.998708,0.644401,101.37,5.99," 0;40.98",675332,476520," 261%"
